Depth,Den,Ng,Cal,SP,Res
277.8,2.28,15.94,119.38,-293.1,16.91
277.85,2.28,16.9,119.38,-290.88,16.59
277.9,2.28,17.97,119.6,-288.85,16.32
277.95,2.3,19.17,119.6,-287.1,16.16
278,2.31,19.83,119.38,-285.5,16.09
278.05,2.32,20.2,119.6,-284.18,16.08
278.1,2.32,20.41,119.6,-283.44,16.08
278.15,2.32,20.72,119.38,-283.66,16.11
278.2,2.32,21.03,119.38,-285.04,16.16
278.25,2.32,20.75,119.38,-287.33,16.25
278.3,2.33,20.16,119.38,-290.06,16.32
278.35,2.33,19.38,119.6,-292.51,16.36
278.4,2.34,18.91,119.6,-294.3,16.38
278.45,2.34,19.06,119.16,-295.19,16.39
278.5,2.34,19.39,118.94,-295.4,16.41
278.55,2.34,19.89,118.71,-295.25,16.42
278.6,2.34,20.06,118.94,-295.12,16.49
278.65,2.34,20.39,119.38,-295.06,16.62
278.7,2.33,20.69,119.82,-294.9,16.81
278.75,2.32,20.82,120.05,-294.36,17
278.8,2.32,20.9,120.49,-293.36,17.15
278.85,2.32,20.74,121.38,-291.91,17.22
278.9,2.31,20.73,122.04,-290.2,17.24
278.95,2.3,19.89,122.04,-288.39,17.19
279,2.28,18.93,121.6,-286.8,17.08
279.05,2.27,17.56,121.16,-285.76,16.92
279.1,2.26,16.7,121.38,-285.66,16.78
279.15,2.26,15.65,121.38,-286.68,16.7
279.2,2.26,14.67,121.82,-288.7,16.63
279.25,2.26,13.86,122.04,-291.14,16.52
279.3,2.26,13.11,121.38,-293.31,16.34
279.35,2.25,12.39,120.71,-294.59,16.14
279.4,2.25,11.7,120.71,-294.85,15.88
279.45,2.24,11.42,120.71,-294.24,15.61
279.5,2.24,11.62,120.71,-293.29,15.34
279.55,2.25,11.61,120.49,-292.42,15.12
279.6,2.25,11.65,120.49,-291.89,14.89
279.65,2.24,11.25,120.71,-291.68,14.68
279.7,2.24,10.98,120.71,-291.66,14.54
279.75,2.24,10.85,120.49,-291.82,14.49
279.8,2.24,10.77,120.27,-292.2,14.58
279.85,2.24,10.52,120.27,-292.87,14.75
279.9,2.25,10.06,120.05,-293.78,14.97
279.95,2.26,9.52,120.05,-294.81,15.16
280,2.26,9.12,119.82,-295.74,15.27
280.05,2.27,8.93,119.82,-296.49,15.3
280.1,2.27,9.01,119.82,-297.03,15.31
280.15,2.26,9.39,120.05,-297.38,15.32
280.2,2.26,9.48,120.05,-297.63,15.36
280.25,2.25,9.57,120.05,-297.85,15.39
280.3,2.24,10.01,120.05,-298.08,15.43
280.35,2.24,10.92,120.27,-298.21,15.51
280.4,2.24,11.79,120.71,-298.03,15.68
280.45,2.23,12.34,120.71,-297.42,15.94
280.5,2.23,12.63,120.27,-296.57,16.27
280.55,2.22,12.79,120.27,-295.93,16.66
280.6,2.22,12.68,120.27,-295.83,17.04
280.65,2.22,13.1,120.49,-296.38,17.39
280.7,2.22,13.56,120.05,-297.29,17.64
280.75,2.22,14.33,119.6,-298.37,17.73
280.8,2.22,14.18,120.27,-299.39,17.66
280.85,2.23,13.9,120.27,-300.15,17.45
280.9,2.23,13.62,119.16,-300.35,17.2
280.95,2.23,13.7,118.94,-299.8,16.99
281,2.24,14.06,119.16,-298.37,16.87
281.05,2.24,14.15,119.16,-296.16,16.8
281.1,2.24,14.24,119.38,-293.46,16.74
281.15,2.24,13.68,119.6,-290.72,16.66
281.2,2.24,12.79,119.6,-288.34,16.59
281.25,2.24,11.69,119.38,-286.51,16.52
281.3,2.23,11.1,119.16,-285.27,16.48
281.35,2.23,10.76,119.16,-284.63,16.46
281.4,2.22,10.17,119.16,-284.61,16.46
281.45,2.22,9.19,118.94,-285.19,16.46
281.5,2.21,8.27,118.94,-286.24,16.47
281.55,2.21,8.09,118.94,-287.62,16.45
281.6,2.2,8.07,118.71,-289.12,16.45
281.65,2.21,8.03,118.71,-290.44,16.46
281.7,2.21,7.62,118.94,-291.16,16.47
281.75,2.23,7.33,118.94,-290.96,16.45
281.8,2.24,6.99,118.94,-289.62,16.39
281.85,2.25,6.86,118.71,-287.24,16.32
281.9,2.25,6.97,118.71,-284.03,16.27
281.95,2.25,7.37,118.71,-280.5,16.25
282,2.25,7.27,118.49,-277.46,16.25
282.05,2.25,6.53,118.27,-275.82,16.26
282.1,2.26,5.96,118.05,-276.15,16.27
282.15,2.26,6.1,117.6,-278.14,16.26
282.2,2.26,6.81,117.16,-280.87,16.2
282.25,2.25,7.38,117.38,-283.33,16.1
282.3,2.24,7.84,119.16,-285.11,15.96
282.35,2.24,8.44,119.82,-286.55,15.83
282.4,2.24,9.46,119.82,-288,15.67
282.45,2.25,10.38,119.82,-289.47,15.48
282.5,2.25,11.77,120.05,-290.23,15.25
282.55,2.25,12.83,120.27,-289.58,15.02
282.6,2.25,13.72,120.71,-287.37,14.79
282.65,2.25,13.91,120.93,-284.22,14.58
282.7,2.25,13.93,121.16,-281.21,14.39
282.75,2.26,14.17,121.38,-279.04,14.26
282.8,2.26,14.82,121.38,-278.06,14.23
282.85,2.27,15.4,121.38,-278.11,14.31
282.9,2.27,15.44,121.82,-279.07,14.44
282.95,2.26,14.97,122.04,-280.66,14.59
283,2.26,14.08,122.04,-282.68,14.68
283.05,2.25,14.01,122.04,-284.84,14.73
283.1,2.25,14.02,122.27,-286.95,14.68
283.15,2.26,14.61,122.49,-288.83,14.54
283.2,2.26,14.93,122.49,-290.3,14.34
283.25,2.26,15.31,122.49,-291.26,14.15
283.3,2.26,15.65,122.71,-291.7,13.98
283.35,2.25,15.59,122.27,-291.86,13.86
283.4,2.25,15.85,121.6,-292.04,13.76
283.45,2.25,16.49,121.38,-292.46,13.71
283.5,2.25,17.47,121.16,-293.04,13.67
283.55,2.25,18.19,121.16,-293.52,13.65
283.6,2.25,18.73,121.38,-293.81,13.63
283.65,2.25,19.79,121.6,-294.07,13.65
283.7,2.26,20.3,121.82,-294.7,13.73
283.75,2.26,20.62,121.82,-295.79,13.92
283.8,2.26,20.18,121.82,-297.14,14.19
283.85,2.26,20.36,121.6,-298.04,14.56
283.9,2.26,20.31,121.38,-297.85,15.02
283.95,2.26,20.33,121.6,-296.36,15.59
284,2.27,20.13,121.82,-293.93,16.24
284.05,2.28,19.89,122.27,-291.35,16.89
284.1,2.28,19.6,122.49,-289.3,17.45
284.15,2.28,18.3,122.71,-288.39,17.77
284.2,2.28,17.78,123.15,-288.78,17.84
284.25,2.28,17.22,123.6,-290.32,17.73
284.3,2.28,17.4,123.82,-292.45,17.64
284.35,2.28,16.72,123.82,-294.54,17.72
284.4,2.27,16.02,124.71,-296.17,18.06
284.45,2.26,14.95,125.6,-297.33,18.6
284.5,2.26,14,125.82,-298.26,19.34
284.55,2.25,12.99,126.26,-299.14,20.14
284.6,2.25,12.4,126.26,-300,20.83
284.65,2.24,11.88,126.26,-300.73,21.2
284.7,2.24,10.86,126.48,-301.24,21.11
284.75,2.24,9.95,126.71,-301.08,20.67
284.8,2.23,8.96,126.93,-299.96,20.07
284.85,2.23,8.58,126.71,-297.75,19.47
284.9,2.24,8.71,126.71,-295.15,18.89
284.95,2.24,9.06,126.71,-292.78,18.33
285,2.24,9.35,126.71,-291.16,17.83
285.05,2.24,9.28,126.93,-290.27,17.4
285.1,2.24,8.93,127.15,-290.03,17.04
285.15,2.24,8.64,127.15,-290.22,16.76
285.2,2.24,8.31,127.15,-290.62,16.52
285.25,2.25,8.19,127.15,-290.99,16.33
285.3,2.25,8.1,126.93,-291.25,16.17
285.35,2.26,8.06,126.26,-291.34,16.05
285.4,2.27,7.43,126.04,-291.25,15.96
285.45,2.28,6.9,126.26,-290.96,15.94
285.5,2.28,6.07,126.48,-290.51,15.93
285.55,2.28,5.79,126.48,-289.89,15.97
285.6,2.28,5.97,126.48,-288.85,16
285.65,2.28,6.75,126.04,-287.07,16.04
285.7,2.28,7.75,125.6,-284.39,16.05
285.75,2.28,8.5,125.37,-281.16,16.09
285.8,2.28,9.05,125.15,-277.96,16.14
285.85,2.27,9.91,124.26,-275.48,16.2
285.9,2.27,10.39,123.15,-274.19,16.25
285.95,2.26,10.66,122.93,-274.27,16.32
286,2.25,10.61,122.93,-275.38,16.39
286.05,2.25,10.65,122.93,-276.81,16.45
286.1,2.25,10.65,122.71,-277.66,16.49
286.15,2.25,10.26,122.93,-277.8,16.52
286.2,2.25,10.38,122.93,-277.56,16.54
286.25,2.24,10.33,122.93,-277.91,16.51
286.3,2.24,10.14,123.15,-279.29,16.45
286.35,2.24,9.29,123.15,-281.72,16.32
286.4,2.23,8.89,123.15,-284.63,16.15
286.45,2.23,8.84,122.93,-287.54,16
286.5,2.22,9.15,122.71,-290.19,15.93
286.55,2.22,9.2,122.71,-292.42,15.93
286.6,2.22,9.27,122.49,-294.13,15.98
286.65,2.22,9.29,122.49,-295.14,16.01
286.7,2.23,9.11,122.49,-295.37,16.05
286.75,2.23,9.28,122.49,-294.91,16.07
286.8,2.24,9.28,122.49,-294.04,16.06
286.85,2.24,9.71,122.49,-293.19,16.04
286.9,2.25,9.6,122.49,-292.8,16.03
286.95,2.26,9.86,122.49,-293.12,16.01
287,2.27,9.89,122.71,-294.09,15.99
287.05,2.27,10.15,122.93,-295.26,15.93
287.1,2.27,10.01,123.15,-296.19,15.86
287.15,2.28,10.03,123.15,-296.53,15.78
287.2,2.27,9.81,123.15,-296.16,15.73
287.25,2.27,9.77,123.38,-295.07,15.71
287.3,2.26,9.72,123.38,-293.43,15.73
287.35,2.26,9.9,123.38,-291.61,15.78
287.4,2.25,10.12,123.6,-290,15.87
287.45,2.25,10.4,123.6,-288.91,16
287.5,2.25,10.91,123.82,-288.31,16.16
287.55,2.26,11.26,123.82,-288.09,16.36
287.6,2.26,11.63,123.82,-288.08,16.58
287.65,2.26,11.78,123.82,-288.24,16.77
287.7,2.27,11.88,123.82,-288.6,16.89
287.75,2.27,11.33,124.26,-289.09,16.91
287.8,2.28,10.44,124.93,-289.62,16.86
287.85,2.28,9.76,125.15,-290.09,16.8
287.9,2.29,9.64,125.15,-290.59,16.77
287.95,2.29,9.68,125.15,-291.42,16.79
288,2.29,9.26,125.15,-292.95,16.85
288.05,2.29,8.79,124.93,-295.33,16.96
288.1,2.29,8.61,124.93,-298.28,17.12
288.15,2.29,8.68,124.93,-301.15,17.31
288.2,2.29,9.46,124.93,-303.14,17.51
288.25,2.29,10.43,124.93,-303.72,17.67
288.3,2.3,11.58,124.93,-302.97,17.78
288.35,2.3,12.2,124.93,-301.64,17.82
288.4,2.29,12.56,125.15,-300.65,17.84
288.45,2.3,13.15,125.6,-300.63,17.87
288.5,2.3,13.74,126.04,-301.56,17.91
288.55,2.3,14.58,126.04,-303.13,17.91
288.6,2.3,15.26,126.26,-304.83,17.88
288.65,2.29,15.97,126.71,-306.24,17.78
288.7,2.29,16.85,127.37,-307.13,17.65
288.75,2.28,17.96,128.26,-307.53,17.47
288.8,2.28,19.96,128.7,-307.59,17.26
288.85,2.27,22.59,128.7,-307.45,17.06
288.9,2.27,25.11,128.7,-307.21,16.87
288.95,2.26,26.74,128.93,-306.97,16.75
289,2.26,27.57,129.37,-306.87,16.67
289.05,2.26,28.26,129.81,-306.92,16.65
289.1,2.27,29.37,129.81,-306.99,16.63
289.15,2.27,30.33,130.04,-306.94,16.58
289.2,2.27,30.54,130.48,-306.78,16.47
289.25,2.28,29.97,130.48,-306.72,16.27
289.3,2.28,29.1,130.26,-307.04,16.04
289.35,2.3,28.42,130.26,-307.82,15.77
289.4,2.31,27.9,130.26,-308.93,15.46
289.45,2.32,27.46,130.48,-310.08,15.14
289.5,2.32,27.07,130.7,-310.85,14.89
289.55,2.32,26.51,130.92,-310.83,14.75
289.6,2.32,25.52,130.7,-309.77,14.7
289.65,2.32,24.6,130.48,-307.89,14.69
289.7,2.33,23.22,130.26,-305.79,14.69
289.75,2.33,22.57,130.26,-304.09,14.71
289.8,2.33,21.76,130.26,-303.02,14.76
289.85,2.33,20.86,130.26,-302.33,14.86
289.9,2.32,19.52,129.81,-301.7,15
289.95,2.32,18.08,129.37,-300.74,15.13
290,2.31,17.32,129.15,-299.34,15.26
290.05,2.31,16.68,128.93,-297.56,15.34
290.1,2.3,16.2,128.7,-295.78,15.41
290.15,2.3,15.78,128.7,-294.37,15.45
290.2,2.3,15.6,128.7,-293.59,15.53
290.25,2.29,15.07,128.7,-293.46,15.66
290.3,2.29,14.13,128.7,-293.84,15.88
290.35,2.28,13.04,128.7,-294.52,16.15
290.4,2.28,12.64,128.7,-295.25,16.4
290.45,2.27,12.74,128.7,-296,16.55
290.5,2.27,12.67,128.93,-296.88,16.53
290.55,2.27,12.68,129.37,-298.03,16.37
290.6,2.27,12.67,129.81,-299.25,16.16
290.65,2.27,13.27,130.04,-300.07,15.98
290.7,2.27,13.79,130.04,-300,15.88
290.75,2.27,14.81,130.04,-298.89,15.91
290.8,2.28,15.32,130.04,-296.92,16.06
290.85,2.28,15.63,130.04,-294.52,16.3
290.9,2.28,14.79,130.04,-292.08,16.56
290.95,2.28,13.88,130.04,-290.09,16.77
291,2.28,13.33,130.48,-288.93,16.95
291.05,2.28,13.44,131.37,-288.9,17.08
291.1,2.28,13.96,132.03,-290.05,17.19
291.15,2.27,13.88,132.26,-292.04,17.23
291.2,2.27,13.77,132.48,-294.35,17.21
291.25,2.27,12.73,132.92,-296.32,17.11
291.3,2.27,12.1,132.92,-297.52,16.99
291.35,2.28,11.97,132.92,-297.77,16.85
291.4,2.28,12.81,132.7,-297.21,16.77
291.45,2.29,13.76,132.26,-295.94,16.74
291.5,2.29,14.31,132.03,-294.29,16.82
291.55,2.29,14.61,131.81,-292.66,16.99
291.6,2.3,14.99,131.59,-291.75,17.24
291.65,2.31,16.12,131.15,-291.8,17.5
291.7,2.32,17.42,130.92,-292.54,17.78
291.75,2.32,19.11,130.92,-293.22,18.07
291.8,2.33,20.11,130.7,-293.29,18.36
291.85,2.35,20.84,130.7,-292.58,18.65
291.9,2.35,21.39,130.48,-291.24,18.87
291.95,2.36,21.85,130.48,-289.51,19.03
292,2.37,22.85,130.48,-287.56,19.09
292.05,2.37,23.54,130.48,-285.74,19.1
292.1,2.36,24.28,130.7,-284.46,19.05
292.15,2.36,24.96,130.92,-284.13,19.03
292.2,2.36,25.65,130.92,-284.83,19.05
292.25,2.36,26.72,130.92,-286.3,19.09
292.3,2.36,28.67,130.92,-288.05,19.11
292.35,2.36,31.08,130.92,-289.53,19.04
292.4,2.35,33.55,130.92,-290.42,18.85
292.45,2.35,34.93,131.15,-290.64,18.52
292.5,2.36,35.7,131.81,-290.54,18.07
292.55,2.38,36.12,132.7,-290.6,17.55
292.6,2.4,36.16,134.03,-291.27,17.12
292.65,2.41,35.26,134.92,-292.43,16.87
292.7,2.42,33.88,135.36,-293.62,16.86
292.75,2.42,32.43,135.36,-294.21,17.09
292.8,2.41,31.06,135.14,-294.01,17.51
292.85,2.4,29.3,134.7,-293.17,17.96
292.9,2.39,27.47,132.7,-292.26,18.21
292.95,2.38,26.35,130.04,-291.76,18.19
293,2.37,25.57,129.81,-292.16,18.02
293.05,2.36,24.98,129.81,-293.39,17.84
293.1,2.33,24.31,129.81,-295.14,17.72
293.15,2.31,23.86,129.81,-296.64,17.68
293.2,2.3,23.23,129.59,-297.55,17.68
293.25,2.29,22.62,129.59,-297.8,17.75
293.3,2.28,21.77,129.59,-297.81,17.87
293.35,2.27,21.48,129.59,-297.95,18.07
293.4,2.27,21.45,129.59,-298.36,18.29
293.45,2.27,21.59,129.59,-299,18.48
293.5,2.27,21.01,129.59,-299.74,18.6
293.55,2.28,19.92,129.81,-300.57,18.61
293.6,2.28,18.79,129.81,-301.49,18.49
293.65,2.28,17.94,130.04,-302.58,18.29
293.7,2.28,17.75,130.26,-303.84,18.05
293.75,2.28,17.14,130.26,-305.24,17.81
293.8,2.29,16.78,130.48,-306.48,17.64
293.85,2.28,15.78,130.92,-307.04,17.54
293.9,2.28,15.11,131.37,-306.53,17.5
293.95,2.27,14.18,131.15,-305.1,17.46
294,2.27,13.86,130.92,-303.41,17.4
294.05,2.26,13.61,130.7,-302.2,17.3
294.1,2.26,13.49,131.15,-301.89,17.2
294.15,2.26,13.22,131.37,-302.63,17.13
294.2,2.26,13.14,131.37,-304.25,17.1
294.25,2.26,13.47,131.37,-306.4,17.13
294.3,2.26,13.52,131.59,-308.6,17.21
294.35,2.26,13.2,131.81,-310.33,17.26
294.4,2.26,12.34,131.37,-311.27,17.25
294.45,2.26,11.71,130.92,-311.15,17.2
294.5,2.26,11.61,130.7,-309.88,17.13
294.55,2.26,11.66,130.7,-307.39,17.07
294.6,2.25,12.06,130.48,-304,17.02
294.65,2.25,11.94,130.26,-300.19,16.98
294.7,2.24,11.8,130.26,-296.61,16.98
294.75,2.25,11.15,129.81,-293.65,17.01
294.8,2.25,10.99,129.37,-291.45,17.1
294.85,2.25,11.03,128.7,-290.05,17.26
294.9,2.25,11,128.26,-289.43,17.49
294.95,2.25,10.81,128.04,-289.6,17.74
295,2.25,10.36,127.82,-290.52,17.93
295.05,2.26,10.23,127.82,-292.24,17.98
295.1,2.26,9.92,127.82,-294.57,17.88
295.15,2.27,9.63,127.82,-297.24,17.64
295.2,2.27,9.71,128.26,-299.53,17.35
295.25,2.27,9.87,128.7,-300.84,17.08
295.3,2.27,10.12,129.15,-300.73,16.87
295.35,2.27,9.8,129.15,-299.43,16.71
295.4,2.28,9.58,129.15,-297.6,16.6
295.45,2.28,9.48,129.37,-295.99,16.55
295.5,2.28,9.21,129.37,-295.22,16.58
295.55,2.27,8.94,129.37,-295.5,16.64
295.6,2.27,8.03,129.37,-296.69,16.73
295.65,2.27,7.39,129.59,-298.19,16.85
295.7,2.27,6.89,129.59,-299.3,17
295.75,2.26,7.26,129.59,-299.61,17.1
295.8,2.25,8.03,129.59,-299.16,17.14
295.85,2.25,8.86,129.59,-298.09,17.02
295.9,2.24,9.38,129.37,-296.72,16.78
295.95,2.24,9.45,129.37,-295.39,16.46
296,2.24,9.57,129.37,-294.76,16.19
296.05,2.23,9.4,129.59,-295.16,16.02
296.1,2.23,9.59,129.59,-296.51,15.96
296.15,2.23,9.6,129.59,-298.11,15.99
296.2,2.23,9.64,129.59,-299.09,16.02
296.25,2.24,9.45,129.81,-298.89,16.08
296.3,2.24,8.62,129.81,-297.54,16.13
296.35,2.24,8.21,130.04,-295.78,16.19
296.4,2.24,7.77,130.26,-294.45,16.23
296.45,2.24,8.2,130.26,-293.95,16.26
296.5,2.24,8.39,130.04,-293.98,16.25
296.55,2.24,8.92,130.04,-293.92,16.21
296.6,2.23,9.26,130.04,-293.52,16.12
296.65,2.23,9.64,130.04,-293.03,16.06
296.7,2.22,9.58,130.04,-293,16.03
296.75,2.22,9.24,130.04,-293.67,16.04
296.8,2.22,9.17,130.26,-294.84,16.04
296.85,2.22,9.48,130.26,-295.8,16.04
296.9,2.22,10.13,130.48,-295.94,16.05
296.95,2.23,10.52,130.26,-294.94,16.06
297,2.24,11.13,130.04,-293.31,16.08
297.05,2.25,11.93,129.81,-291.62,16.12
297.1,2.25,12.81,129.81,-290.36,16.19
297.15,2.25,13.35,129.81,-289.48,16.26
297.2,2.25,13.43,129.81,-289.01,16.28
297.25,2.25,13.36,129.81,-289.12,16.29
297.3,2.25,13.36,129.81,-290.03,16.29
297.35,2.25,13.14,130.04,-291.68,16.29
297.4,2.24,12.9,130.26,-293.49,16.31
297.45,2.24,12.81,130.04,-294.82,16.34
297.5,2.24,12.94,130.04,-295.03,16.37
297.55,2.24,12.95,130.04,-294.03,16.45
297.6,2.24,12.98,130.04,-292.02,16.57
297.65,2.24,13.19,130.04,-289.74,16.68
297.7,2.24,14.03,130.04,-287.8,16.74
297.75,2.25,14.84,130.04,-286.55,16.8
297.8,2.27,15.58,130.26,-285.8,16.88
297.85,2.28,15.88,130.26,-285.36,17.01
297.9,2.29,15.49,130.48,-285.23,17.13
297.95,2.3,15.08,130.48,-285.69,17.22
298,2.31,14.51,130.48,-286.82,17.24
298.05,2.32,14.32,130.48,-288.4,17.2
298.1,2.33,13.57,130.48,-289.89,17.15
298.15,2.33,12.58,130.7,-290.76,17.1
298.2,2.33,11.43,130.7,-290.91,17.1
298.25,2.32,10.6,130.7,-290.47,17.14
298.3,2.32,9.81,130.7,-289.79,17.24
298.35,2.31,9.08,130.48,-289.06,17.43
298.4,2.31,9.38,130.48,-288.49,17.71
298.45,2.3,10.09,130.48,-288.21,18.05
298.5,2.29,11.29,130.48,-288.3,18.39
298.55,2.28,12.08,130.26,-288.65,18.74
298.6,2.26,12.87,130.26,-288.91,19.09
298.65,2.26,13.39,130.68,-288.77,19.48
298.7,2.25,13.85,130.92,-288.11,19.86
298.75,2.25,14.25,130.7,-287.2,20.21
298.8,2.25,14.82,130.26,-286.26,20.43
298.85,2.25,15.41,130.7,-285.55,20.49
298.9,2.25,15.65,131.15,-285.24,20.41
298.95,2.26,15.61,131.37,-285.61,20.22
299,2.26,15.25,131.59,-286.64,20.01
299.05,2.27,15.77,131.59,-288.02,19.84
299.1,2.27,17.01,131.37,-289.18,19.75
299.15,2.28,19.36,131.15,-289.8,19.76
299.2,2.28,21.47,130.92,-289.88,19.81
299.25,2.28,23.57,130.48,-289.55,19.85
299.3,2.29,24.81,129.59,-288.94,19.83
299.35,2.3,25.68,128.7,-288.12,19.73
299.4,2.3,25.9,128.26,-287.32,19.58
299.45,2.3,26.11,128.26,-286.86,19.45
299.5,2.29,25.4,127.82,-286.98,19.37
299.55,2.29,24.5,126.71,-287.71,19.34
299.6,2.29,22.98,126.04,-288.8,19.33
299.65,2.29,21.7,125.82,-290.09,19.27
299.7,2.28,20.14,125.82,-291.48,19.16
299.75,2.28,18.37,125.82,-293.11,19
299.8,2.27,17.1,126.04,-294.98,18.87
299.85,2.27,16.09,126.26,-296.89,18.76
299.9,2.27,15.24,126.48,-298.44,18.66
299.95,2.27,13.87,126.71,-299.27,18.54
300,2.27,12.62,127.15,-299.35,18.38
300.05,2.27,11.5,127.37,-298.83,18.23
300.1,2.28,11.02,127.59,-298.02,18.09
300.15,2.28,10.1,127.59,-297.05,17.98
300.2,2.27,9.63,127.59,-296.14,17.9
300.25,2.27,9.15,127.59,-295.31,17.86
300.3,2.28,9.35,127.82,-294.54,17.82
300.35,2.28,9.3,128.04,-293.6,17.74
300.4,2.27,9.33,128.7,-292.57,17.61
300.45,2.26,8.93,128.48,-291.71,17.45
300.5,2.26,8.85,127.15,-291.43,17.31
300.55,2.25,8.96,126.26,-291.86,17.19
300.6,2.25,9.36,126.04,-292.9,17.12
300.65,2.25,9.66,126.04,-294.2,17.05
300.7,2.25,9.61,126.04,-295.4,17
300.75,2.25,9.05,126.04,-296.18,16.94
300.8,2.25,8.53,126.04,-296.45,16.86
300.85,2.25,8.12,126.04,-296.21,16.79
300.9,2.25,8.13,126.04,-295.56,16.74
300.95,2.25,8.25,126.26,-294.6,16.75
301,2.25,8.68,126.26,-293.56,16.8
301.05,2.26,9.19,126.48,-292.67,16.88
301.1,2.26,9.77,126.48,-292.12,16.98
301.15,2.26,10.19,126.71,-291.88,17.09
301.2,2.27,10.59,126.48,-291.71,17.19
301.25,2.28,10.96,126.04,-291.14,17.3
301.3,2.28,11.11,126.04,-289.83,17.42
301.35,2.28,11.41,126.04,-287.77,17.55
301.4,2.28,11.51,126.26,-285.47,17.7
301.45,2.29,11.78,126.26,-283.52,17.89
301.5,2.29,12.26,126.26,-282.47,18.14
301.55,2.29,13.21,126.26,-282.56,18.4
301.6,2.3,15.29,125.82,-283.86,18.67
301.65,2.3,17.3,125.37,-286.12,18.92
301.7,2.31,19.52,125.15,-288.78,19.16
301.75,2.31,21.16,125.15,-291.08,19.3
301.8,2.32,22.94,125.15,-292.43,19.29
301.85,2.32,24.82,125.15,-292.68,19.08
301.9,2.33,26.75,125.6,-292.14,18.66
301.95,2.33,28.51,125.6,-291.47,18.1
302,2.34,29.25,125.6,-291.16,17.46
302.05,2.34,29.35,125.82,-291.24,16.85
302.1,2.34,28.52,126.04,-291.42,16.37
302.15,2.33,27.37,126.04,-291.4,16.04
302.2,2.32,25.98,126.26,-291.18,15.82
302.25,2.31,24.87,126.48,-290.92,15.68
302.3,2.29,23.97,126.48,-290.89,15.58
302.35,2.28,22.37,126.48,-291.18,15.49
302.4,2.27,20.67,126.48,-291.7,15.36
302.45,2.26,19.01,126.93,-292.11,15.29
302.5,2.26,17.94,128.04,-291.99,15.45
302.55,2.25,16.59,129.81,-291.01,16.02
302.6,2.25,15.31,130.26,-289.29,16.92
302.65,2.25,14.18,128.48,-287.31,17.88
302.7,2.25,13.7,126.48,-285.7,18.65
302.75,2.25,13.18,125.6,-284.77,19.08
302.8,2.25,12.57,125.82,-284.28,19.26
302.85,2.25,12.15,126.04,-283.7,19.26
302.9,2.24,11.75,126.26,-282.5,19.19
302.95,2.24,11.58,125.82,-280.81,19.09
303,2.24,11.47,125.37,-279.12,18.97
303.05,2.24,11.41,125.37,-278.26,18.83
303.1,2.24,11.18,125.37,-278.61,18.62
303.15,2.24,11.12,125.37,-280.08,18.37
303.2,2.24,11.26,125.15,-281.76,18.14
303.25,2.24,11.88,125.15,-282.78,17.95
303.3,2.25,12.43,125.15,-282.59,17.8
303.35,2.26,13.26,125.15,-281.57,17.68
303.4,2.26,13.74,125.15,-280.57,17.57
303.45,2.26,14,124.93,-280.32,17.5
303.5,2.27,13.95,124.93,-281.19,17.47
303.55,2.27,14.19,124.26,-282.99,17.5
303.6,2.27,14.43,124.04,-285.34,17.57
303.65,2.27,14.52,124.04,-287.63,17.7
303.7,2.28,14.39,123.82,-289.45,17.79
303.75,2.27,13.98,123.82,-290.64,17.82
303.8,2.27,13.47,123.6,-291.32,17.74
303.85,2.27,12.69,123.6,-291.63,17.64
303.9,2.26,12.23,123.38,-291.67,17.54
303.95,2.26,11.79,123.15,-291.68,17.45
304,2.26,11.6,123.15,-292.09,17.4
304.05,2.26,11.48,123.15,-293.19,17.42
304.1,2.26,11.42,123.15,-294.8,17.55
304.15,2.26,11.18,123.15,-296.24,17.79
304.2,2.27,10.72,122.93,-296.81,18.13
304.25,2.28,10.38,122.27,-296.19,18.54
304.3,2.29,10.22,121.16,-294.66,18.97
304.35,2.31,9.92,120.05,-292.84,19.31
304.4,2.32,9.83,119.82,-291.33,19.47
304.45,2.33,9.55,120.93,-290.43,19.42
304.5,2.34,9.48,122.04,-290.03,19.24
304.55,2.36,9.41,122.27,-289.7,19.02
304.6,2.36,9.98,122.27,-288.86,18.91
304.65,2.36,10.68,122.71,-287.21,19.04
304.7,2.36,11.73,122.93,-285.01,19.59
304.75,2.35,12.48,123.38,-283.12,20.78
304.8,2.35,13.84,124.26,-282.2,22.5
304.85,2.35,15.27,125.6,-282.42,24.47
304.9,2.34,16.62,126.48,-283.3,25.77
304.95,2.32,17.78,126.26,-284.41,25.88
305,2.31,18.48,126.04,-285.61,24.61
305.05,2.3,19.25,125.37,-287.2,22.77
305.1,2.29,19.75,123.15,-289.36,20.98
305.15,2.29,20.4,121.16,-291.97,19.6
305.2,2.29,21.03,120.71,-294.52,18.53
305.25,2.3,21.49,120.71,-296.47,17.77
305.3,2.3,21.7,120.71,-297.4,17.26
305.35,2.31,21.84,120.71,-297.15,17.03
305.4,2.31,22.31,120.49,-295.67,17.03
305.45,2.31,22.83,120.05,-293.15,17.18
305.5,2.31,23.63,119.82,-289.97,17.5
305.55,2.31,23.69,119.82,-286.89,17.9
305.6,2.31,23.26,119.82,-284.62,18.23
305.65,2.31,22.39,119.6,-283.69,18.29
305.7,2.3,21.53,119.6,-283.97,18.07
305.75,2.3,20.98,119.6,-285,17.69
305.8,2.29,20.3,119.6,-286.33,17.35
305.85,2.28,19.46,119.6,-287.71,17.16
305.9,2.27,18.55,119.6,-289.02,17.17
